order_id,creation_time,product_ids
1437,2022-08-26 04:34:08.000000,"{76, 40, 66}"
1440,2022-08-26 04:38:58.000000,"{15, 74, 51, 52}"
1441,2022-08-26 04:39:28.000000,"{16, 35, 46}"
1442,2022-08-26 04:40:01.000000,"{5, 71}"
1444,2022-08-26 04:46:44.000000,"{71, 3, 38, 65}"
1446,2022-08-26 04:49:50.000000,"{72, 35, 3, 33}"
1447,2022-08-26 04:50:53.000000,"{20, 50, 3, 65, 1}"
1448,2022-08-26 04:54:15.000000,"{45, 32}"
1449,2022-08-26 04:54:53.000000,"{65, 34, 77, 77, 32, 29}"
1450,2022-08-26 05:04:17.000000,"{8, 3, 74, 77}"
1451,2022-08-26 05:05:49.000000,"{62, 6, 6}"
1452,2022-08-26 05:06:10.000000,"{62, 51}"
1453,2022-08-26 05:06:36.000000,"{70, 25, 87}"
1454,2022-08-26 05:10:26.000000,"{63, 62, 71}"
1455,2022-08-26 05:10:26.000000,"{57, 20, 32}"
1456,2022-08-26 05:10:32.000000,"{14, 86, 52, 86, 79}"
1457,2022-08-26 05:11:02.000000,"{63, 76, 26, 82}"
1458,2022-08-26 05:12:11.000000,"{26, 29}"
1459,2022-08-26 05:13:29.000000,"{65, 47}"
1460,2022-08-26 05:18:55.000000,"{2, 25, 14}"
1461,2022-08-26 05:19:19.000000,"{28, 21, 66, 22}"
1462,2022-08-26 05:19:20.000000,"{35, 72}"
1463,2022-08-26 05:19:24.000000,"{76, 6}"
1464,2022-08-26 05:21:49.000000,"{52, 34}"
1465,2022-08-26 05:23:46.000000,"{31, 18, 70, 29}"
1466,2022-08-26 05:24:39.000000,"{74, 33, 70}"
1467,2022-08-26 05:25:37.000000,"{32, 85, 47}"
1468,2022-08-26 05:26:45.000000,"{6, 8, 55}"
1469,2022-08-26 05:30:41.000000,"{74, 65, 56}"
1471,2022-08-26 05:32:29.000000,"{83, 17}"
1472,2022-08-26 05:34:03.000000,"{49, 35, 78, 35, 16}"
1473,2022-08-26 05:35:12.000000,"{83, 84, 33}"
1474,2022-08-26 05:35:19.000000,"{66, 76, 47}"
1475,2022-08-26 05:38:12.000000,"{56, 82}"
1476,2022-08-26 05:38:50.000000,"{6, 42, 35}"
1477,2022-08-26 05:39:41.000000,"{77, 67}"
1478,2022-08-26 05:39:52.000000,"{78, 57}"
1480,2022-08-26 05:45:34.000000,"{53, 14, 28, 63, 82}"
1482,2022-08-26 05:49:58.000000,"{21, 76}"
1483,2022-08-26 05:50:29.000000,"{40, 2}"
1484,2022-08-26 05:51:36.000000,"{30, 74, 6, 82}"
1485,2022-08-26 05:51:41.000000,"{2, 45, 1, 24}"
1489,2022-08-26 05:55:02.000000,"{40, 76}"
1490,2022-08-26 05:55:31.000000,"{15, 30, 16, 22, 7, 74}"
1491,2022-08-26 05:56:47.000000,"{56, 38}"
1492,2022-08-26 05:56:51.000000,"{74, 83}"
1493,2022-08-26 05:59:39.000000,"{71, 56, 35, 3, 86}"
1494,2022-08-26 06:02:08.000000,"{80, 35, 31, 79}"
1495,2022-08-26 06:04:05.000000,"{20, 75, 70, 44}"
1496,2022-08-26 06:06:37.000000,"{26, 76}"
1497,2022-08-26 06:06:56.000000,"{15, 63, 47}"
1498,2022-08-26 06:07:55.000000,"{43, 38, 83, 26, 7}"
1499,2022-08-26 06:08:52.000000,"{58, 19}"
1500,2022-08-26 06:09:10.000000,"{37, 38, 76, 17, 66}"
1501,2022-08-26 06:10:00.000000,"{82, 46}"
1502,2022-08-26 06:11:28.000000,{1}
1503,2022-08-26 06:11:47.000000,{9}
1504,2022-08-26 06:13:15.000000,"{31, 63, 38, 74, 58}"
1505,2022-08-26 06:13:49.000000,"{69, 18, 10, 35, 47, 23}"
1506,2022-08-26 06:16:18.000000,"{38, 72, 2}"
1507,2022-08-26 06:19:27.000000,"{71, 25}"
1508,2022-08-26 06:19:59.000000,"{46, 63}"
1509,2022-08-26 06:24:46.000000,"{18, 69, 31, 46, 1}"
1511,2022-08-26 06:27:45.000000,"{64, 79, 2}"
1512,2022-08-26 06:31:34.000000,"{21, 37, 56, 71}"
1513,2022-08-26 06:33:45.000000,"{33, 26}"
1514,2022-08-26 06:34:02.000000,{82}
1515,2022-08-26 06:35:17.000000,"{52, 1, 30}"
1517,2022-08-26 06:38:40.000000,"{32, 76, 29, 27}"
1518,2022-08-26 06:39:07.000000,"{62, 52, 16, 74}"
1519,2022-08-26 06:43:01.000000,"{18, 80, 12}"
1520,2022-08-26 06:43:23.000000,"{21, 6, 82, 58}"
1521,2022-08-26 06:47:08.000000,"{67, 23}"
1523,2022-08-26 06:50:33.000000,{30}
1524,2022-08-26 06:50:37.000000,"{40, 29, 78}"
1525,2022-08-26 06:52:19.000000,"{61, 65, 80}"
1526,2022-08-26 06:53:10.000000,"{50, 2, 17}"
1528,2022-08-26 06:53:13.000000,"{17, 70}"
1529,2022-08-26 06:53:22.000000,"{3, 3, 26, 47, 76}"
1531,2022-08-26 06:54:55.000000,"{34, 5, 40, 47, 20}"
1532,2022-08-26 06:56:45.000000,{35}
1533,2022-08-26 06:57:06.000000,"{30, 35, 32}"
1534,2022-08-26 06:57:32.000000,"{84, 63, 14, 6}"
1535,2022-08-26 06:58:13.000000,"{27, 47, 32, 31, 40}"
1536,2022-08-26 06:59:04.000000,"{54, 24}"
1537,2022-08-26 06:59:25.000000,{60}
1538,2022-08-26 06:59:34.000000,"{66, 9, 72, 45}"
1540,2022-08-26 07:00:41.000000,"{29, 48, 15}"
1541,2022-08-26 07:01:38.000000,"{30, 66, 31, 28}"
1542,2022-08-26 07:02:40.000000,"{66, 64, 15, 27, 52}"
1543,2022-08-26 07:03:28.000000,"{35, 43, 53, 33, 57}"
1544,2022-08-26 07:03:51.000000,"{67, 72}"
1545,2022-08-26 07:06:14.000000,"{63, 76, 5}"
1547,2022-08-26 07:08:30.000000,"{72, 28, 76}"
1548,2022-08-26 07:08:34.000000,"{45, 50, 50}"
1549,2022-08-26 07:11:36.000000,"{12, 56, 7}"
1550,2022-08-26 07:11:49.000000,"{39, 52}"
1551,2022-08-26 07:12:47.000000,"{16, 72, 46}"
1552,2022-08-26 07:12:52.000000,"{26, 47}"
1553,2022-08-26 07:12:57.000000,"{70, 83, 69}"
1554,2022-08-26 07:15:41.000000,"{47, 76, 5, 30}"
1556,2022-08-26 07:18:02.000000,"{63, 67}"
1558,2022-08-26 07:21:53.000000,"{39, 3, 63}"
1559,2022-08-26 07:26:10.000000,"{3, 74}"
1560,2022-08-26 07:26:34.000000,"{33, 23}"
1561,2022-08-26 07:26:40.000000,"{38, 28, 45}"
1562,2022-08-26 07:28:08.000000,"{77, 71, 15, 35}"
1564,2022-08-26 07:28:57.000000,"{20, 44}"
1565,2022-08-26 07:29:32.000000,"{24, 33, 1, 67, 10, 9, 17}"
1568,2022-08-26 07:31:38.000000,"{12, 8, 46, 66}"
1569,2022-08-26 07:32:38.000000,"{56, 66, 40}"
1570,2022-08-26 07:33:54.000000,"{79, 34, 33}"
1571,2022-08-26 07:34:06.000000,"{63, 56, 69}"
1572,2022-08-26 07:34:42.000000,"{58, 6, 85}"
1573,2022-08-26 07:35:08.000000,"{2, 25, 24, 42, 67, 15}"
1574,2022-08-26 07:36:27.000000,"{77, 62, 25, 3, 7}"
1576,2022-08-26 07:43:54.000000,"{15, 18}"
1577,2022-08-26 07:43:57.000000,"{32, 53, 9, 82}"
1578,2022-08-26 07:46:53.000000,{43}
1579,2022-08-26 07:50:48.000000,"{17, 63}"
1580,2022-08-26 07:51:54.000000,"{57, 46, 69, 45, 14}"
1581,2022-08-26 07:52:53.000000,"{47, 19, 85}"
1582,2022-08-26 07:53:30.000000,"{8, 44, 71}"
1583,2022-08-26 07:53:38.000000,"{9, 57}"
1584,2022-08-26 07:54:42.000000,"{76, 66}"
1586,2022-08-26 07:55:36.000000,"{71, 47, 28, 77, 2}"
1587,2022-08-26 07:56:32.000000,"{14, 12, 46, 69, 47, 65}"
1588,2022-08-26 07:58:24.000000,"{34, 72, 8, 32, 10}"
1589,2022-08-26 07:59:04.000000,"{50, 18}"
1590,2022-08-26 07:59:47.000000,"{49, 30, 67}"
1591,2022-08-26 08:02:02.000000,"{14, 2, 28}"
1592,2022-08-26 08:04:14.000000,"{55, 60, 79, 1}"
1593,2022-08-26 08:05:38.000000,"{35, 76, 32, 53}"
1594,2022-08-26 08:05:56.000000,"{31, 20, 83, 15}"
1595,2022-08-26 08:07:21.000000,"{46, 18, 67}"
1596,2022-08-26 08:08:57.000000,"{49, 69, 32}"
1598,2022-08-26 08:09:07.000000,"{26, 5}"
1599,2022-08-26 08:11:47.000000,"{33, 23}"
1600,2022-08-26 08:12:47.000000,"{77, 47}"
1601,2022-08-26 08:13:07.000000,"{82, 16}"
1602,2022-08-26 08:13:12.000000,"{67, 17, 73}"
1603,2022-08-26 08:13:26.000000,"{42, 47}"
1604,2022-08-26 08:14:29.000000,"{1, 24, 9, 74}"
1605,2022-08-26 08:15:39.000000,"{53, 17, 26}"
1606,2022-08-26 08:15:55.000000,"{74, 31, 35, 5}"
1607,2022-08-26 08:17:27.000000,"{50, 6, 3}"
1608,2022-08-26 08:17:38.000000,"{39, 18, 6}"
1609,2022-08-26 08:18:50.000000,"{58, 50, 52, 28}"
1610,2022-08-26 08:18:59.000000,"{77, 26}"
1611,2022-08-26 08:25:39.000000,"{17, 42}"
1612,2022-08-26 08:30:13.000000,"{26, 3, 60, 14}"
1613,2022-08-26 08:31:01.000000,"{2, 39}"
1614,2022-08-26 08:31:19.000000,"{67, 27, 34}"
1616,2022-08-26 08:33:46.000000,"{55, 1, 52, 35}"
1617,2022-08-26 08:33:50.000000,"{4, 67}"
1618,2022-08-26 08:40:48.000000,"{36, 2, 80}"
1619,2022-08-26 08:41:48.000000,"{34, 85, 25, 74}"
1620,2022-08-26 08:42:23.000000,"{5, 30, 34, 57}"
1621,2022-08-26 08:44:48.000000,"{47, 20, 69}"
1622,2022-08-26 08:47:22.000000,{63}
1623,2022-08-26 08:47:42.000000,"{73, 34, 67, 66, 63, 60}"
1624,2022-08-26 08:49:33.000000,"{10, 62, 77}"
1625,2022-08-26 08:53:23.000000,"{71, 23, 39, 80}"
1626,2022-08-26 08:54:10.000000,"{70, 18}"
1627,2022-08-26 08:54:28.000000,"{31, 71, 28, 77}"
1628,2022-08-26 08:54:52.000000,"{82, 20, 74}"
1629,2022-08-26 08:55:19.000000,"{20, 38, 57, 54, 30, 83}"
1630,2022-08-26 08:57:21.000000,"{74, 24, 87, 16}"
1632,2022-08-26 08:59:18.000000,"{6, 31}"
1633,2022-08-26 09:00:58.000000,"{78, 74, 62, 28, 46}"
1634,2022-08-26 09:01:05.000000,"{31, 40, 2, 71}"
1635,2022-08-26 09:01:57.000000,"{85, 62, 60}"
1636,2022-08-26 09:03:42.000000,"{54, 26, 35, 35, 3}"
1637,2022-08-26 09:04:03.000000,"{31, 60, 74, 82, 2, 1, 17}"
1638,2022-08-26 09:04:09.000000,"{65, 28}"
1639,2022-08-26 09:05:31.000000,"{74, 14, 85, 76, 1}"
1640,2022-08-26 09:05:45.000000,"{76, 1, 15, 41}"
1641,2022-08-26 09:06:47.000000,"{46, 34}"
1642,2022-08-26 09:07:49.000000,"{1, 18}"
1643,2022-08-26 09:07:52.000000,"{71, 8, 54, 83}"
1644,2022-08-26 09:09:16.000000,{33}
1645,2022-08-26 09:09:38.000000,"{79, 64, 72, 77, 62}"
1646,2022-08-26 09:12:08.000000,"{35, 56}"
1650,2022-08-26 09:17:32.000000,"{5, 26, 13}"
1653,2022-08-26 09:20:54.000000,"{26, 80, 83, 31, 84, 5}"
1654,2022-08-26 09:21:53.000000,"{34, 65, 9, 4, 1, 54}"
1657,2022-08-26 09:23:46.000000,"{6, 8, 33, 35}"
1658,2022-08-26 09:23:47.000000,{34}
1659,2022-08-26 09:24:12.000000,"{71, 65, 50, 67, 84}"
1660,2022-08-26 09:24:22.000000,"{40, 39, 35}"
1661,2022-08-26 09:25:05.000000,"{53, 47, 67}"
1662,2022-08-26 09:25:09.000000,"{31, 63, 57, 33}"
1663,2022-08-26 09:26:41.000000,"{50, 44, 62, 8, 32}"
1664,2022-08-26 09:26:46.000000,"{76, 16, 53, 34, 5}"
1665,2022-08-26 09:28:20.000000,"{62, 63, 80}"
1666,2022-08-26 09:29:53.000000,"{44, 47}"
1667,2022-08-26 09:29:57.000000,"{5, 28, 76, 53}"
1668,2022-08-26 09:30:44.000000,"{39, 30}"
1670,2022-08-26 09:32:37.000000,"{46, 57, 50, 67, 1}"
1672,2022-08-26 09:34:00.000000,"{35, 70}"
1674,2022-08-26 09:36:04.000000,"{82, 12, 63}"
1675,2022-08-26 09:37:19.000000,"{80, 41, 62, 29}"
1676,2022-08-26 09:37:27.000000,"{15, 9, 83, 53, 80, 32}"
1677,2022-08-26 09:37:59.000000,"{14, 5}"
1679,2022-08-26 09:38:22.000000,"{40, 71, 71}"
1678,2022-08-26 09:38:22.000000,"{15, 58, 74}"
1680,2022-08-26 09:39:25.000000,"{62, 58, 35, 47, 46}"
1681,2022-08-26 09:39:29.000000,"{70, 77, 31, 64}"
1682,2022-08-26 09:40:43.000000,"{33, 3, 72, 65}"
1683,2022-08-26 09:43:43.000000,"{10, 84, 65}"
1685,2022-08-26 09:44:38.000000,"{17, 77}"
1686,2022-08-26 09:47:09.000000,"{83, 47}"
1687,2022-08-26 09:48:38.000000,"{77, 15, 34, 3, 43, 76, 25}"
1688,2022-08-26 09:50:12.000000,"{60, 55}"
1690,2022-08-26 09:51:24.000000,"{65, 74, 64, 58}"
1691,2022-08-26 09:51:44.000000,"{84, 52, 24, 6}"
1693,2022-08-26 09:54:49.000000,"{8, 84}"
1694,2022-08-26 09:55:10.000000,{62}
1695,2022-08-26 09:58:17.000000,"{25, 17, 2, 38}"
1696,2022-08-26 09:59:57.000000,"{37, 1, 69, 53}"
1697,2022-08-26 10:00:14.000000,"{84, 18, 76}"
1698,2022-08-26 10:00:33.000000,"{21, 71}"
1699,2022-08-26 10:01:44.000000,"{40, 30, 51}"
1700,2022-08-26 10:01:53.000000,"{34, 60}"
1701,2022-08-26 10:02:05.000000,"{30, 69, 30, 63, 32, 79}"
1702,2022-08-26 10:02:15.000000,"{66, 54, 33, 21}"
1703,2022-08-26 10:02:37.000000,"{21, 9, 70, 28}"
1704,2022-08-26 10:02:55.000000,"{20, 53, 18}"
1705,2022-08-26 10:03:08.000000,"{56, 5, 27, 4, 30}"
1706,2022-08-26 10:03:36.000000,"{66, 25, 26}"
1707,2022-08-26 10:04:05.000000,"{38, 77, 52, 45, 76}"
1708,2022-08-26 10:04:06.000000,"{46, 20, 62}"
1709,2022-08-26 10:04:06.000000,"{22, 62, 24, 16}"
1710,2022-08-26 10:04:41.000000,"{60, 57, 75}"
1712,2022-08-26 10:08:54.000000,"{72, 28}"
1713,2022-08-26 10:09:43.000000,{58}
1715,2022-08-26 10:12:52.000000,"{27, 25, 42, 67}"
1716,2022-08-26 10:13:51.000000,{6}
1717,2022-08-26 10:14:40.000000,"{66, 14, 22}"
1718,2022-08-26 10:15:20.000000,"{59, 3, 83}"
1719,2022-08-26 10:16:43.000000,"{70, 38, 84}"
1720,2022-08-26 10:16:58.000000,"{1, 77}"
1721,2022-08-26 10:20:08.000000,"{56, 35}"
1722,2022-08-26 10:21:27.000000,"{25, 26, 80}"
1723,2022-08-26 10:21:41.000000,"{24, 25, 23, 67, 23}"
1724,2022-08-26 10:21:42.000000,"{20, 23, 25, 15, 74}"
1726,2022-08-26 10:22:55.000000,{63}
1727,2022-08-26 10:23:01.000000,"{58, 29}"
1728,2022-08-26 10:24:28.000000,"{27, 47, 30}"
1729,2022-08-26 10:24:33.000000,"{16, 6}"
1731,2022-08-26 10:27:02.000000,"{57, 14, 67, 66}"
1732,2022-08-26 10:27:08.000000,"{71, 57, 56}"
1733,2022-08-26 10:27:33.000000,{8}
1734,2022-08-26 10:28:26.000000,"{84, 24, 47}"
1735,2022-08-26 10:28:45.000000,"{80, 34, 6}"
1736,2022-08-26 10:28:53.000000,"{40, 38, 26, 40}"
1737,2022-08-26 10:28:55.000000,"{24, 2, 3, 58}"
1738,2022-08-26 10:28:56.000000,"{77, 9, 70, 67}"
1740,2022-08-26 10:33:11.000000,"{50, 72, 43}"
1741,2022-08-26 10:33:33.000000,"{25, 77, 33}"
1742,2022-08-26 10:35:57.000000,"{64, 77, 68}"
1743,2022-08-26 10:36:42.000000,"{40, 53, 1, 10}"
1746,2022-08-26 10:38:54.000000,"{53, 54, 25}"
1747,2022-08-26 10:39:12.000000,"{56, 59, 70}"
1748,2022-08-26 10:39:49.000000,"{54, 54, 26, 18, 30}"
1749,2022-08-26 10:40:04.000000,"{23, 34, 76, 35, 53, 5}"
1750,2022-08-26 10:40:16.000000,"{1, 2}"
1751,2022-08-26 10:40:47.000000,"{23, 4}"
1753,2022-08-26 10:41:06.000000,"{72, 27}"
1754,2022-08-26 10:41:35.000000,"{34, 42, 67, 33, 60}"
1755,2022-08-26 10:41:44.000000,"{29, 52, 68}"
1757,2022-08-26 10:45:39.000000,"{3, 10, 31}"
1758,2022-08-26 10:46:21.000000,"{21, 18}"
1759,2022-08-26 10:46:47.000000,"{44, 16, 56, 66}"
1760,2022-08-26 10:48:07.000000,"{31, 25}"
1761,2022-08-26 10:48:22.000000,"{29, 40, 34}"
1762,2022-08-26 10:50:50.000000,"{37, 40, 64, 31}"
1763,2022-08-26 10:51:42.000000,"{72, 26, 56, 67}"
1764,2022-08-26 10:53:54.000000,"{65, 5, 54, 56}"
1765,2022-08-26 10:54:13.000000,"{72, 3, 72}"
1766,2022-08-26 10:54:20.000000,"{42, 1}"
1767,2022-08-26 10:55:01.000000,{65}
1768,2022-08-26 10:55:25.000000,"{57, 1, 62, 71, 80}"
1769,2022-08-26 10:56:48.000000,"{33, 2, 26}"
1770,2022-08-26 10:59:49.000000,"{47, 50, 71}"
1771,2022-08-26 11:00:11.000000,"{19, 83, 59, 18, 10}"
1772,2022-08-26 11:00:13.000000,"{35, 57, 40, 65, 23}"
1773,2022-08-26 11:01:51.000000,{51}
1775,2022-08-26 11:02:59.000000,"{26, 82, 78, 46, 60}"
