user_id,order_id,action,time,date,group
1041,1363,create_order,2022-08-26 02:01:47.000000,2022-08-26,0
1042,1364,create_order,2022-08-26 02:03:46.000000,2022-08-26,1
1043,1365,create_order,2022-08-26 02:04:00.000000,2022-08-26,0
1044,1366,create_order,2022-08-26 02:04:25.000000,2022-08-26,0
1045,1367,create_order,2022-08-26 02:05:32.000000,2022-08-26,0
1046,1368,create_order,2022-08-26 02:07:07.000000,2022-08-26,0
1047,1369,create_order,2022-08-26 02:08:00.000000,2022-08-26,1
1048,1370,create_order,2022-08-26 02:08:29.000000,2022-08-26,1
1044,1366,cancel_order,2022-08-26 02:09:41.134080,2022-08-26,0
1045,1367,cancel_order,2022-08-26 02:10:17.046480,2022-08-26,0
1049,1371,create_order,2022-08-26 02:12:42.000000,2022-08-26,0
1050,1372,create_order,2022-08-26 02:12:56.000000,2022-08-26,0
1051,1373,create_order,2022-08-26 02:14:53.000000,2022-08-26,0
1052,1374,create_order,2022-08-26 02:17:23.000000,2022-08-26,0
1053,1375,create_order,2022-08-26 02:17:43.000000,2022-08-26,0
1049,1371,cancel_order,2022-08-26 02:19:38.313168,2022-08-26,0
1054,1377,create_order,2022-08-26 02:20:27.000000,2022-08-26,1
1055,1379,create_order,2022-08-26 02:23:54.000000,2022-08-26,1
1056,1380,create_order,2022-08-26 02:25:10.000000,2022-08-26,1
1057,1381,create_order,2022-08-26 02:26:07.000000,2022-08-26,0
1058,1382,create_order,2022-08-26 02:27:15.000000,2022-08-26,1
1059,1384,create_order,2022-08-26 02:31:11.000000,2022-08-26,0
1060,1385,create_order,2022-08-26 02:32:40.000000,2022-08-26,0
1061,1386,create_order,2022-08-26 02:36:39.000000,2022-08-26,1
1062,1387,create_order,2022-08-26 02:39:41.000000,2022-08-26,1
1063,1388,create_order,2022-08-26 02:41:01.000000,2022-08-26,0
1064,1389,create_order,2022-08-26 02:42:30.000000,2022-08-26,1
1065,1391,create_order,2022-08-26 02:48:27.000000,2022-08-26,0
1066,1393,create_order,2022-08-26 02:51:08.000000,2022-08-26,1
1067,1395,create_order,2022-08-26 02:55:07.000000,2022-08-26,0
1068,1397,create_order,2022-08-26 02:56:27.000000,2022-08-26,0
1067,1398,create_order,2022-08-26 02:57:05.000000,2022-08-26,0
1069,1399,create_order,2022-08-26 02:57:29.000000,2022-08-26,0
1070,1400,create_order,2022-08-26 02:58:29.000000,2022-08-26,1
1071,1401,create_order,2022-08-26 02:59:29.000000,2022-08-26,1
1072,1402,create_order,2022-08-26 03:01:35.000000,2022-08-26,1
1073,1403,create_order,2022-08-26 03:01:40.000000,2022-08-26,1
1074,1406,create_order,2022-08-26 03:05:54.000000,2022-08-26,1
1075,1407,create_order,2022-08-26 03:07:21.000000,2022-08-26,0
1076,1408,create_order,2022-08-26 03:08:53.000000,2022-08-26,1
1077,1409,create_order,2022-08-26 03:10:27.000000,2022-08-26,0
1074,1406,cancel_order,2022-08-26 03:11:25.585305,2022-08-26,1
1078,1410,create_order,2022-08-26 03:15:01.000000,2022-08-26,0
1079,1411,create_order,2022-08-26 03:17:19.000000,2022-08-26,1
1080,1412,create_order,2022-08-26 03:24:50.000000,2022-08-26,0
1081,1413,create_order,2022-08-26 03:29:51.000000,2022-08-26,0
1082,1414,create_order,2022-08-26 03:30:13.000000,2022-08-26,1
1083,1415,create_order,2022-08-26 03:31:22.000000,2022-08-26,0
1084,1416,create_order,2022-08-26 03:33:01.000000,2022-08-26,0
1085,1417,create_order,2022-08-26 03:33:28.000000,2022-08-26,0
1085,1418,create_order,2022-08-26 03:33:56.000000,2022-08-26,0
1081,1413,cancel_order,2022-08-26 03:36:02.721052,2022-08-26,0
1085,1417,cancel_order,2022-08-26 03:38:57.484969,2022-08-26,0
1086,1419,create_order,2022-08-26 03:47:32.000000,2022-08-26,0
1087,1420,create_order,2022-08-26 03:50:54.000000,2022-08-26,1
1088,1422,create_order,2022-08-26 03:54:34.000000,2022-08-26,0
1089,1424,create_order,2022-08-26 04:01:22.000000,2022-08-26,1
1090,1425,create_order,2022-08-26 04:06:56.000000,2022-08-26,0
1091,1427,create_order,2022-08-26 04:09:18.000000,2022-08-26,0
1092,1428,create_order,2022-08-26 04:12:43.000000,2022-08-26,1
1091,1427,cancel_order,2022-08-26 04:15:06.009152,2022-08-26,0
1093,1429,create_order,2022-08-26 04:16:22.000000,2022-08-26,0
1094,1430,create_order,2022-08-26 04:18:23.000000,2022-08-26,0
1094,1431,create_order,2022-08-26 04:19:41.000000,2022-08-26,0
1095,1432,create_order,2022-08-26 04:21:45.000000,2022-08-26,0
1096,1433,create_order,2022-08-26 04:26:41.000000,2022-08-26,1
1097,1435,create_order,2022-08-26 04:32:04.000000,2022-08-26,1
1098,1436,create_order,2022-08-26 04:33:56.000000,2022-08-26,0
1052,1437,create_order,2022-08-26 04:34:08.000000,2022-08-26,0
1099,1440,create_order,2022-08-26 04:38:58.000000,2022-08-26,1
1100,1441,create_order,2022-08-26 04:39:28.000000,2022-08-26,0
1101,1442,create_order,2022-08-26 04:40:01.000000,2022-08-26,0
1102,1444,create_order,2022-08-26 04:46:44.000000,2022-08-26,1
1103,1446,create_order,2022-08-26 04:49:50.000000,2022-08-26,1
1104,1447,create_order,2022-08-26 04:50:53.000000,2022-08-26,0
1105,1448,create_order,2022-08-26 04:54:15.000000,2022-08-26,0
1104,1449,create_order,2022-08-26 04:54:53.000000,2022-08-26,0
1106,1450,create_order,2022-08-26 05:04:17.000000,2022-08-26,0
1107,1451,create_order,2022-08-26 05:05:49.000000,2022-08-26,1
1108,1452,create_order,2022-08-26 05:06:10.000000,2022-08-26,1
1109,1453,create_order,2022-08-26 05:06:36.000000,2022-08-26,1
1110,1455,create_order,2022-08-26 05:10:26.000000,2022-08-26,0
1111,1454,create_order,2022-08-26 05:10:26.000000,2022-08-26,1
1110,1456,create_order,2022-08-26 05:10:32.000000,2022-08-26,0
1112,1457,create_order,2022-08-26 05:11:02.000000,2022-08-26,1
1113,1458,create_order,2022-08-26 05:12:11.000000,2022-08-26,0
1113,1459,create_order,2022-08-26 05:13:29.000000,2022-08-26,0
1114,1460,create_order,2022-08-26 05:18:55.000000,2022-08-26,1
1115,1461,create_order,2022-08-26 05:19:19.000000,2022-08-26,0
1116,1462,create_order,2022-08-26 05:19:20.000000,2022-08-26,0
1117,1463,create_order,2022-08-26 05:19:24.000000,2022-08-26,0
1118,1464,create_order,2022-08-26 05:21:49.000000,2022-08-26,0
1119,1465,create_order,2022-08-26 05:23:46.000000,2022-08-26,1
1120,1466,create_order,2022-08-26 05:24:39.000000,2022-08-26,1
1121,1467,create_order,2022-08-26 05:25:37.000000,2022-08-26,1
1122,1468,create_order,2022-08-26 05:26:45.000000,2022-08-26,1
1123,1469,create_order,2022-08-26 05:30:41.000000,2022-08-26,1
1124,1471,create_order,2022-08-26 05:32:29.000000,2022-08-26,1
1123,1472,create_order,2022-08-26 05:34:03.000000,2022-08-26,1
1125,1473,create_order,2022-08-26 05:35:12.000000,2022-08-26,1
1126,1474,create_order,2022-08-26 05:35:19.000000,2022-08-26,1
1127,1475,create_order,2022-08-26 05:38:12.000000,2022-08-26,1
1066,1476,create_order,2022-08-26 05:38:50.000000,2022-08-26,1
1128,1477,create_order,2022-08-26 05:39:41.000000,2022-08-26,0
1129,1478,create_order,2022-08-26 05:39:52.000000,2022-08-26,1
1130,1480,create_order,2022-08-26 05:45:34.000000,2022-08-26,1
1131,1482,create_order,2022-08-26 05:49:58.000000,2022-08-26,1
1132,1483,create_order,2022-08-26 05:50:29.000000,2022-08-26,1
1048,1484,create_order,2022-08-26 05:51:36.000000,2022-08-26,1
1133,1485,create_order,2022-08-26 05:51:41.000000,2022-08-26,0
1134,1489,create_order,2022-08-26 05:55:02.000000,2022-08-26,0
1135,1490,create_order,2022-08-26 05:55:31.000000,2022-08-26,0
1136,1491,create_order,2022-08-26 05:56:47.000000,2022-08-26,0
1018,1492,create_order,2022-08-26 05:56:51.000000,2022-08-26,1
1137,1493,create_order,2022-08-26 05:59:39.000000,2022-08-26,1
1138,1494,create_order,2022-08-26 06:02:08.000000,2022-08-26,0
1139,1495,create_order,2022-08-26 06:04:05.000000,2022-08-26,1
1140,1496,create_order,2022-08-26 06:06:37.000000,2022-08-26,1
1141,1497,create_order,2022-08-26 06:06:56.000000,2022-08-26,1
1142,1498,create_order,2022-08-26 06:07:55.000000,2022-08-26,0
1143,1499,create_order,2022-08-26 06:08:52.000000,2022-08-26,0
1144,1500,create_order,2022-08-26 06:09:10.000000,2022-08-26,1
1145,1501,create_order,2022-08-26 06:10:00.000000,2022-08-26,0
1146,1502,create_order,2022-08-26 06:11:28.000000,2022-08-26,0
1147,1503,create_order,2022-08-26 06:11:47.000000,2022-08-26,1
1148,1504,create_order,2022-08-26 06:13:15.000000,2022-08-26,1
1149,1505,create_order,2022-08-26 06:13:49.000000,2022-08-26,0
1150,1506,create_order,2022-08-26 06:16:18.000000,2022-08-26,1
1150,1507,create_order,2022-08-26 06:19:27.000000,2022-08-26,1
1151,1508,create_order,2022-08-26 06:19:59.000000,2022-08-26,1
1152,1509,create_order,2022-08-26 06:24:46.000000,2022-08-26,0
1150,1507,cancel_order,2022-08-26 06:25:54.778816,2022-08-26,1
1153,1511,create_order,2022-08-26 06:27:45.000000,2022-08-26,1
1152,1509,cancel_order,2022-08-26 06:29:27.705236,2022-08-26,0
1026,1512,create_order,2022-08-26 06:31:34.000000,2022-08-26,0
1045,1513,create_order,2022-08-26 06:33:45.000000,2022-08-26,0
1010,1514,create_order,2022-08-26 06:34:02.000000,2022-08-26,1
1154,1515,create_order,2022-08-26 06:35:17.000000,2022-08-26,1
1155,1517,create_order,2022-08-26 06:38:40.000000,2022-08-26,1
1156,1518,create_order,2022-08-26 06:39:07.000000,2022-08-26,0
1157,1519,create_order,2022-08-26 06:43:01.000000,2022-08-26,1
1158,1520,create_order,2022-08-26 06:43:23.000000,2022-08-26,1
1159,1521,create_order,2022-08-26 06:47:08.000000,2022-08-26,1
1121,1523,create_order,2022-08-26 06:50:33.000000,2022-08-26,1
1160,1524,create_order,2022-08-26 06:50:37.000000,2022-08-26,1
1160,1525,create_order,2022-08-26 06:52:19.000000,2022-08-26,1
1024,1526,create_order,2022-08-26 06:53:10.000000,2022-08-26,1
1160,1528,create_order,2022-08-26 06:53:13.000000,2022-08-26,1
1161,1529,create_order,2022-08-26 06:53:22.000000,2022-08-26,0
1162,1531,create_order,2022-08-26 06:54:55.000000,2022-08-26,1
1163,1532,create_order,2022-08-26 06:56:45.000000,2022-08-26,0
1164,1533,create_order,2022-08-26 06:57:06.000000,2022-08-26,0
1165,1534,create_order,2022-08-26 06:57:32.000000,2022-08-26,1
1166,1535,create_order,2022-08-26 06:58:13.000000,2022-08-26,0
1165,1536,create_order,2022-08-26 06:59:04.000000,2022-08-26,1
1167,1537,create_order,2022-08-26 06:59:25.000000,2022-08-26,1
1163,1538,create_order,2022-08-26 06:59:34.000000,2022-08-26,0
1168,1540,create_order,2022-08-26 07:00:41.000000,2022-08-26,0
1169,1541,create_order,2022-08-26 07:01:38.000000,2022-08-26,0
1170,1542,create_order,2022-08-26 07:02:40.000000,2022-08-26,0
1168,1543,create_order,2022-08-26 07:03:28.000000,2022-08-26,0
1171,1544,create_order,2022-08-26 07:03:51.000000,2022-08-26,0
1165,1536,cancel_order,2022-08-26 07:05:56.246877,2022-08-26,1
1172,1545,create_order,2022-08-26 07:06:14.000000,2022-08-26,0
1173,1547,create_order,2022-08-26 07:08:30.000000,2022-08-26,1
1174,1548,create_order,2022-08-26 07:08:34.000000,2022-08-26,0
1171,1544,cancel_order,2022-08-26 07:09:16.690356,2022-08-26,0
1175,1549,create_order,2022-08-26 07:11:36.000000,2022-08-26,0
1176,1550,create_order,2022-08-26 07:11:49.000000,2022-08-26,0
1177,1551,create_order,2022-08-26 07:12:47.000000,2022-08-26,1
1178,1552,create_order,2022-08-26 07:12:52.000000,2022-08-26,1
1179,1553,create_order,2022-08-26 07:12:57.000000,2022-08-26,0
1180,1554,create_order,2022-08-26 07:15:41.000000,2022-08-26,1
1181,1556,create_order,2022-08-26 07:18:02.000000,2022-08-26,0
1182,1558,create_order,2022-08-26 07:21:53.000000,2022-08-26,0
1183,1559,create_order,2022-08-26 07:26:10.000000,2022-08-26,1
1184,1560,create_order,2022-08-26 07:26:34.000000,2022-08-26,1
1069,1561,create_order,2022-08-26 07:26:40.000000,2022-08-26,0
1185,1562,create_order,2022-08-26 07:28:08.000000,2022-08-26,1
1186,1564,create_order,2022-08-26 07:28:57.000000,2022-08-26,1
1187,1565,create_order,2022-08-26 07:29:32.000000,2022-08-26,1
1188,1568,create_order,2022-08-26 07:31:38.000000,2022-08-26,0
1189,1569,create_order,2022-08-26 07:32:38.000000,2022-08-26,1
1190,1570,create_order,2022-08-26 07:33:54.000000,2022-08-26,0
1191,1571,create_order,2022-08-26 07:34:06.000000,2022-08-26,1
1189,1572,create_order,2022-08-26 07:34:42.000000,2022-08-26,1
986,1573,create_order,2022-08-26 07:35:08.000000,2022-08-26,1
1192,1574,create_order,2022-08-26 07:36:27.000000,2022-08-26,1
1193,1576,create_order,2022-08-26 07:43:54.000000,2022-08-26,1
1194,1577,create_order,2022-08-26 07:43:57.000000,2022-08-26,0
1195,1578,create_order,2022-08-26 07:46:53.000000,2022-08-26,0
1196,1579,create_order,2022-08-26 07:50:48.000000,2022-08-26,0
1197,1580,create_order,2022-08-26 07:51:54.000000,2022-08-26,0
1198,1581,create_order,2022-08-26 07:52:53.000000,2022-08-26,0
1199,1582,create_order,2022-08-26 07:53:30.000000,2022-08-26,0
1200,1583,create_order,2022-08-26 07:53:38.000000,2022-08-26,1
1201,1584,create_order,2022-08-26 07:54:42.000000,2022-08-26,0
1202,1586,create_order,2022-08-26 07:55:36.000000,2022-08-26,0
1203,1587,create_order,2022-08-26 07:56:32.000000,2022-08-26,1
1204,1588,create_order,2022-08-26 07:58:24.000000,2022-08-26,1
1205,1589,create_order,2022-08-26 07:59:04.000000,2022-08-26,0
1206,1590,create_order,2022-08-26 07:59:47.000000,2022-08-26,1
1207,1591,create_order,2022-08-26 08:02:02.000000,2022-08-26,1
1208,1592,create_order,2022-08-26 08:04:14.000000,2022-08-26,1
1209,1593,create_order,2022-08-26 08:05:38.000000,2022-08-26,0
1210,1594,create_order,2022-08-26 08:05:56.000000,2022-08-26,1
1211,1595,create_order,2022-08-26 08:07:21.000000,2022-08-26,0
1189,1596,create_order,2022-08-26 08:08:57.000000,2022-08-26,1
1212,1598,create_order,2022-08-26 08:09:07.000000,2022-08-26,1
1213,1599,create_order,2022-08-26 08:11:47.000000,2022-08-26,0
1214,1600,create_order,2022-08-26 08:12:47.000000,2022-08-26,1
985,1601,create_order,2022-08-26 08:13:07.000000,2022-08-26,1
1060,1602,create_order,2022-08-26 08:13:12.000000,2022-08-26,0
1215,1603,create_order,2022-08-26 08:13:26.000000,2022-08-26,0
1216,1604,create_order,2022-08-26 08:14:29.000000,2022-08-26,1
1217,1605,create_order,2022-08-26 08:15:39.000000,2022-08-26,0
1068,1606,create_order,2022-08-26 08:15:55.000000,2022-08-26,0
1218,1607,create_order,2022-08-26 08:17:27.000000,2022-08-26,0
1219,1608,create_order,2022-08-26 08:17:38.000000,2022-08-26,1
1076,1609,create_order,2022-08-26 08:18:50.000000,2022-08-26,1
1220,1610,create_order,2022-08-26 08:18:59.000000,2022-08-26,0
1068,1606,cancel_order,2022-08-26 08:23:30.170666,2022-08-26,0
1220,1610,cancel_order,2022-08-26 08:25:18.318000,2022-08-26,0
1221,1611,create_order,2022-08-26 08:25:39.000000,2022-08-26,1
1222,1612,create_order,2022-08-26 08:30:13.000000,2022-08-26,1
1223,1613,create_order,2022-08-26 08:31:01.000000,2022-08-26,0
1224,1614,create_order,2022-08-26 08:31:19.000000,2022-08-26,0
1225,1616,create_order,2022-08-26 08:33:46.000000,2022-08-26,1
1226,1617,create_order,2022-08-26 08:33:50.000000,2022-08-26,0
1222,1612,cancel_order,2022-08-26 08:35:46.840686,2022-08-26,1
1227,1618,create_order,2022-08-26 08:40:48.000000,2022-08-26,0
1228,1619,create_order,2022-08-26 08:41:48.000000,2022-08-26,0
1229,1620,create_order,2022-08-26 08:42:23.000000,2022-08-26,0
967,1621,create_order,2022-08-26 08:44:48.000000,2022-08-26,1
1230,1622,create_order,2022-08-26 08:47:22.000000,2022-08-26,1
1231,1623,create_order,2022-08-26 08:47:42.000000,2022-08-26,0
1232,1624,create_order,2022-08-26 08:49:33.000000,2022-08-26,1
1229,1620,cancel_order,2022-08-26 08:50:11.734837,2022-08-26,0
1233,1625,create_order,2022-08-26 08:53:23.000000,2022-08-26,0
1231,1623,cancel_order,2022-08-26 08:54:02.731760,2022-08-26,0
1234,1626,create_order,2022-08-26 08:54:10.000000,2022-08-26,1
1235,1627,create_order,2022-08-26 08:54:28.000000,2022-08-26,0
1234,1628,create_order,2022-08-26 08:54:52.000000,2022-08-26,1
1236,1629,create_order,2022-08-26 08:55:19.000000,2022-08-26,1
1237,1630,create_order,2022-08-26 08:57:21.000000,2022-08-26,1
1237,1632,create_order,2022-08-26 08:59:18.000000,2022-08-26,1
1238,1633,create_order,2022-08-26 09:00:58.000000,2022-08-26,1
1239,1634,create_order,2022-08-26 09:01:05.000000,2022-08-26,0
1240,1635,create_order,2022-08-26 09:01:57.000000,2022-08-26,1
1241,1636,create_order,2022-08-26 09:03:42.000000,2022-08-26,1
1242,1637,create_order,2022-08-26 09:04:03.000000,2022-08-26,1
1243,1638,create_order,2022-08-26 09:04:09.000000,2022-08-26,1
1237,1632,cancel_order,2022-08-26 09:04:43.400380,2022-08-26,1
1244,1639,create_order,2022-08-26 09:05:31.000000,2022-08-26,1
1245,1640,create_order,2022-08-26 09:05:45.000000,2022-08-26,1
1246,1641,create_order,2022-08-26 09:06:47.000000,2022-08-26,1
1247,1642,create_order,2022-08-26 09:07:49.000000,2022-08-26,1
1248,1643,create_order,2022-08-26 09:07:52.000000,2022-08-26,0
1249,1644,create_order,2022-08-26 09:09:16.000000,2022-08-26,0
1250,1645,create_order,2022-08-26 09:09:38.000000,2022-08-26,1
1251,1646,create_order,2022-08-26 09:12:08.000000,2022-08-26,1
1252,1650,create_order,2022-08-26 09:17:32.000000,2022-08-26,0
1253,1653,create_order,2022-08-26 09:20:54.000000,2022-08-26,1
1254,1654,create_order,2022-08-26 09:21:53.000000,2022-08-26,1
1255,1657,create_order,2022-08-26 09:23:46.000000,2022-08-26,1
1256,1658,create_order,2022-08-26 09:23:47.000000,2022-08-26,0
1013,1659,create_order,2022-08-26 09:24:12.000000,2022-08-26,0
1257,1660,create_order,2022-08-26 09:24:22.000000,2022-08-26,0
1258,1661,create_order,2022-08-26 09:25:05.000000,2022-08-26,0
1259,1662,create_order,2022-08-26 09:25:09.000000,2022-08-26,1
1260,1663,create_order,2022-08-26 09:26:41.000000,2022-08-26,1
1261,1664,create_order,2022-08-26 09:26:46.000000,2022-08-26,0
1262,1665,create_order,2022-08-26 09:28:20.000000,2022-08-26,1
1263,1666,create_order,2022-08-26 09:29:53.000000,2022-08-26,0
1264,1667,create_order,2022-08-26 09:29:57.000000,2022-08-26,1
1265,1668,create_order,2022-08-26 09:30:44.000000,2022-08-26,1
1266,1670,create_order,2022-08-26 09:32:37.000000,2022-08-26,0
1265,1672,create_order,2022-08-26 09:34:00.000000,2022-08-26,1
1267,1674,create_order,2022-08-26 09:36:04.000000,2022-08-26,0
1268,1675,create_order,2022-08-26 09:37:19.000000,2022-08-26,0
1269,1676,create_order,2022-08-26 09:37:27.000000,2022-08-26,0
1270,1677,create_order,2022-08-26 09:37:59.000000,2022-08-26,0
1269,1678,create_order,2022-08-26 09:38:22.000000,2022-08-26,0
1271,1679,create_order,2022-08-26 09:38:22.000000,2022-08-26,1
1272,1680,create_order,2022-08-26 09:39:25.000000,2022-08-26,1
974,1681,create_order,2022-08-26 09:39:29.000000,2022-08-26,1
1273,1682,create_order,2022-08-26 09:40:43.000000,2022-08-26,0
1274,1683,create_order,2022-08-26 09:43:43.000000,2022-08-26,0
1275,1685,create_order,2022-08-26 09:44:38.000000,2022-08-26,0
1276,1686,create_order,2022-08-26 09:47:09.000000,2022-08-26,1
1277,1687,create_order,2022-08-26 09:48:38.000000,2022-08-26,0
1278,1688,create_order,2022-08-26 09:50:12.000000,2022-08-26,0
1279,1690,create_order,2022-08-26 09:51:24.000000,2022-08-26,1
1151,1691,create_order,2022-08-26 09:51:44.000000,2022-08-26,1
1280,1693,create_order,2022-08-26 09:54:49.000000,2022-08-26,0
1281,1694,create_order,2022-08-26 09:55:10.000000,2022-08-26,1
1282,1695,create_order,2022-08-26 09:58:17.000000,2022-08-26,1
1283,1696,create_order,2022-08-26 09:59:57.000000,2022-08-26,1
1284,1697,create_order,2022-08-26 10:00:14.000000,2022-08-26,1
1285,1698,create_order,2022-08-26 10:00:33.000000,2022-08-26,1
1154,1699,create_order,2022-08-26 10:01:44.000000,2022-08-26,1
1285,1700,create_order,2022-08-26 10:01:53.000000,2022-08-26,1
